,state,year,quater,district,registered_users,app_opens
14810,uttar-pradesh,2019,4,auraiya district,93568,1473547
14811,uttar-pradesh,2019,4,sambhal district,91975,1138121
14812,uttar-pradesh,2019,4,kanpur nagar district,718251,12118926
14813,uttar-pradesh,2019,4,aligarh district,341948,5432058
14814,uttar-pradesh,2019,4,mahoba district,48561,682263
14815,uttar-pradesh,2019,4,lucknow district,1221681,23929164
14816,uttar-pradesh,2019,4,sant kabeer nagar district,92544,1546025
14817,uttar-pradesh,2019,4,hathras district,110768,1669269
14818,uttar-pradesh,2019,4,budaun district,120524,1573864
14819,uttar-pradesh,2019,4,moradabad district,224285,3295770
14820,uttar-pradesh,2019,4,kushinagar district,259562,4902506
14821,uttar-pradesh,2019,4,baghpat district,121201,2054257
14822,uttar-pradesh,2019,4,shahjahanpur district,148797,1931338
14823,uttar-pradesh,2019,4,muzaffarnagar district,220338,3035679
14824,uttar-pradesh,2019,4,ambedkar nagar district,152821,2397553
14825,uttar-pradesh,2019,4,bahraich district,102918,1480418
14826,uttar-pradesh,2019,4,jalaun district,116051,1660032
14827,uttar-pradesh,2019,4,rampur district,115637,1650786
14828,uttar-pradesh,2019,4,ballia district,248506,4021687
14829,uttar-pradesh,2019,4,shravasti district,25490,386148
14830,uttar-pradesh,2019,4,kasganj district,73208,1007616
14831,uttar-pradesh,2019,4,varanasi district,706509,14259001
14832,uttar-pradesh,2019,4,gautam buddha nagar district,1537791,49427785
14833,uttar-pradesh,2019,4,basti district,160858,2738402
14834,uttar-pradesh,2019,4,shamli district,91706,1340147
14835,uttar-pradesh,2019,4,maharajganj district,167678,2591252
14836,uttar-pradesh,2019,4,etawah district,121909,1971673
14837,uttar-pradesh,2019,4,etah district,100034,1406566
14838,uttar-pradesh,2019,4,banda district,75355,1065358
14839,uttar-pradesh,2019,4,bijnor district,215311,2961546
14840,uttar-pradesh,2019,4,hardoi district,145034,1923457
14841,uttar-pradesh,2019,4,balrampur district,68993,1097032
14842,uttar-pradesh,2019,4,amroha district,115341,1652691
14843,uttar-pradesh,2019,4,pilibhit district,112045,1467544
14844,uttar-pradesh,2019,4,mainpuri district,117848,1597087
14845,uttar-pradesh,2019,4,kanpur dehat district,86285,1397491
14846,uttar-pradesh,2019,4,jaunpur district,331857,5106619
14847,uttar-pradesh,2019,4,kaushambi district,57618,828838
14848,uttar-pradesh,2019,4,hapur district,147702,2681351
14849,uttar-pradesh,2019,4,hamirpur district,64136,910972
14850,uttar-pradesh,2019,4,meerut district,455353,7640227
14851,uttar-pradesh,2019,4,mathura district,306611,5241778
14852,uttar-pradesh,2019,4,chitrakoot district,43677,667112
14853,uttar-pradesh,2019,4,lalitpur district,75748,1185717
14854,uttar-pradesh,2019,4,mau district,148820,2155682
14855,uttar-pradesh,2019,4,mirzapur district,164373,2442525
14856,uttar-pradesh,2019,4,bulandshahr district,262361,4318129
14857,uttar-pradesh,2019,4,gonda district,150012,2511266
14858,uttar-pradesh,2019,4,jhansi district,252380,4653031
14859,uttar-pradesh,2019,4,chandauli district,154068,2538230
14860,uttar-pradesh,2019,4,bhadohi district,116323,1716318
14861,uttar-pradesh,2019,4,pratapgarh district,182182,2655080
14862,uttar-pradesh,2019,4,saharanpur district,290730,4961771
14863,uttar-pradesh,2019,4,bara banki district,142882,2306594
14864,uttar-pradesh,2019,4,bareilly district,398897,6261447
14865,uttar-pradesh,2019,4,sitapur district,194588,2277928
14866,uttar-pradesh,2019,4,sultanpur district,155081,2485807
14867,uttar-pradesh,2019,4,agra district,593453,9403661
14868,uttar-pradesh,2019,4,fatehpur district,107650,1432832
14869,uttar-pradesh,2019,4,rae bareli district,134591,1958605
14870,uttar-pradesh,2019,4,firozabad district,188556,2565909
14871,uttar-pradesh,2019,4,kheri district,209667,2680169
14872,uttar-pradesh,2019,4,gorakhpur district,483523,8086315
14873,uttar-pradesh,2019,4,unnao district,143079,2076900
14874,uttar-pradesh,2019,4,prayagraj district,738307,14253524
14875,uttar-pradesh,2019,4,sonbhadra district,146957,2701941
14876,uttar-pradesh,2019,4,ghazipur district,265215,4090265
14877,uttar-pradesh,2019,4,farrukhabad district,111564,1622553
14878,uttar-pradesh,2019,4,kannauj district,96093,1256010
14879,uttar-pradesh,2019,4,azamgarh district,293685,4025457
14880,uttar-pradesh,2019,4,ayodhya district,193592,3061016
14881,uttar-pradesh,2019,4,deoria district,252687,4382125
14882,uttar-pradesh,2019,4,ghaziabad district,1189357,26697427
14883,uttar-pradesh,2020,1,amethi district,136952,2245853
14884,uttar-pradesh,2020,1,siddharthnagar district,132802,2569918
14885,uttar-pradesh,2020,1,auraiya district,106853,1866472
14886,uttar-pradesh,2020,1,sambhal district,107252,1601899
14887,uttar-pradesh,2020,1,kanpur nagar district,788847,13496514
14888,uttar-pradesh,2020,1,aligarh district,389467,6865074
14889,uttar-pradesh,2020,1,mahoba district,54536,816864
14890,uttar-pradesh,2020,1,lucknow district,1329098,25199798
14891,uttar-pradesh,2020,1,sant kabeer nagar district,106578,1940909
14892,uttar-pradesh,2020,1,hathras district,127615,2209807
14893,uttar-pradesh,2020,1,budaun district,141211,2166711
14894,uttar-pradesh,2020,1,moradabad district,257312,4170631
14895,uttar-pradesh,2020,1,kushinagar district,294988,5937399
14896,uttar-pradesh,2020,1,baghpat district,138206,2557446
14897,uttar-pradesh,2020,1,shahjahanpur district,171075,2516626
14898,uttar-pradesh,2020,1,muzaffarnagar district,253057,4155457
14899,uttar-pradesh,2020,1,ambedkar nagar district,173558,2877264
14900,uttar-pradesh,2020,1,bahraich district,118691,1816527
14901,uttar-pradesh,2020,1,jalaun district,130530,2040618
14902,uttar-pradesh,2020,1,rampur district,133897,2146614
14903,uttar-pradesh,2020,1,ballia district,279850,4843958
14904,uttar-pradesh,2020,1,shravasti district,29560,473164
14905,uttar-pradesh,2020,1,kasganj district,85463,1362177
14906,uttar-pradesh,2020,1,varanasi district,777234,13178057
14907,uttar-pradesh,2020,1,gautam buddha nagar district,1656331,51730780
14908,uttar-pradesh,2020,1,basti district,182992,3369249
14909,uttar-pradesh,2020,1,shamli district,105856,1850600
14910,uttar-pradesh,2020,1,maharajganj district,189603,3159725
14911,uttar-pradesh,2020,1,etawah district,139252,2328900
14912,uttar-pradesh,2020,1,etah district,116306,1901928
14913,uttar-pradesh,2020,1,banda district,85004,1280634
14914,uttar-pradesh,2020,1,bijnor district,245713,3838793
14915,uttar-pradesh,2020,1,hardoi district,166833,2473365
14916,uttar-pradesh,2020,1,balrampur district,79242,1322478
14917,uttar-pradesh,2020,1,amroha district,132719,2256887
14918,uttar-pradesh,2020,1,pilibhit district,131381,1965708
14919,uttar-pradesh,2020,1,mainpuri district,135739,2075154
14920,uttar-pradesh,2020,1,kanpur dehat district,99757,1818141
14921,uttar-pradesh,2020,1,jaunpur district,376245,6203627
14922,uttar-pradesh,2020,1,kaushambi district,67498,1094664
14923,uttar-pradesh,2020,1,hapur district,166710,3278620
14924,uttar-pradesh,2020,1,hamirpur district,72081,1126805
14925,uttar-pradesh,2020,1,meerut district,509693,9094997
14926,uttar-pradesh,2020,1,mathura district,352252,6604782
14927,uttar-pradesh,2020,1,chitrakoot district,49532,784796
14928,uttar-pradesh,2020,1,lalitpur district,85820,1459863
14929,uttar-pradesh,2020,1,mau district,168403,2477419
14930,uttar-pradesh,2020,1,mirzapur district,184275,2887354
14931,uttar-pradesh,2020,1,bulandshahr district,300819,5867028
14932,uttar-pradesh,2020,1,gonda district,170132,3042875
14933,uttar-pradesh,2020,1,jhansi district,279897,5368682
14934,uttar-pradesh,2020,1,chandauli district,173797,2860413
14935,uttar-pradesh,2020,1,bhadohi district,131750,2035659
14936,uttar-pradesh,2020,1,pratapgarh district,208100,3235514
14937,uttar-pradesh,2020,1,saharanpur district,332027,6277349
14938,uttar-pradesh,2020,1,bara banki district,163878,2756219
14939,uttar-pradesh,2020,1,bareilly district,452872,7537061
14940,uttar-pradesh,2020,1,sitapur district,223690,2708933
14941,uttar-pradesh,2020,1,sultanpur district,175425,2899397
14942,uttar-pradesh,2020,1,agra district,668251,11430582
14943,uttar-pradesh,2020,1,fatehpur district,123288,1785866
14944,uttar-pradesh,2020,1,rae bareli district,151785,2282305
14945,uttar-pradesh,2020,1,firozabad district,221119,3395140
14946,uttar-pradesh,2020,1,kheri district,242677,3212975
14947,uttar-pradesh,2020,1,gorakhpur district,539316,9223906
14948,uttar-pradesh,2020,1,unnao district,163038,2496442
14949,uttar-pradesh,2020,1,prayagraj district,816436,15702170
14950,uttar-pradesh,2020,1,sonbhadra district,163017,3124763
14951,uttar-pradesh,2020,1,ghazipur district,299524,4965935
14952,uttar-pradesh,2020,1,farrukhabad district,127474,2023828
14953,uttar-pradesh,2020,1,kannauj district,110383,1588330
14954,uttar-pradesh,2020,1,azamgarh district,334030,5125163
14955,uttar-pradesh,2020,1,ayodhya district,217835,3602820
14956,uttar-pradesh,2020,1,deoria district,285363,5151940
14957,uttar-pradesh,2020,1,ghaziabad district,1296464,29139762
14958,uttar-pradesh,2020,2,amethi district,157381,2923171
14959,uttar-pradesh,2020,2,siddharthnagar district,155865,3796176
14960,uttar-pradesh,2020,2,auraiya district,122400,2546860
14961,uttar-pradesh,2020,2,sambhal district,125328,2192282
14962,uttar-pradesh,2020,2,kanpur nagar district,864991,11964030
14963,uttar-pradesh,2020,2,aligarh district,440101,8302818
14964,uttar-pradesh,2020,2,mahoba district,62821,1066418
14965,uttar-pradesh,2020,2,lucknow district,1434386,17924865
14966,uttar-pradesh,2020,2,sant kabeer nagar district,122481,2602491
14967,uttar-pradesh,2020,2,hathras district,146288,2964233
14968,uttar-pradesh,2020,2,budaun district,166532,3080767
14969,uttar-pradesh,2020,2,moradabad district,295194,4669000
14970,uttar-pradesh,2020,2,kushinagar district,331722,7224934
14971,uttar-pradesh,2020,2,baghpat district,155849,3189090
14972,uttar-pradesh,2020,2,shahjahanpur district,196359,3194920
14973,uttar-pradesh,2020,2,muzaffarnagar district,287462,4970982
14974,uttar-pradesh,2020,2,ambedkar nagar district,198579,3702829
14975,uttar-pradesh,2020,2,bahraich district,138923,2362835
14976,uttar-pradesh,2020,2,jalaun district,147970,2604204
14977,uttar-pradesh,2020,2,rampur district,155359,2792854
14978,uttar-pradesh,2020,2,ballia district,314673,5982025
14979,uttar-pradesh,2020,2,shravasti district,34854,630619
14980,uttar-pradesh,2020,2,kasganj district,99981,2070383
14981,uttar-pradesh,2020,2,varanasi district,851213,10800706
14982,uttar-pradesh,2020,2,gautam buddha nagar district,1756163,31755091
14983,uttar-pradesh,2020,2,basti district,209591,4472498
14984,uttar-pradesh,2020,2,shamli district,120773,2320536
14985,uttar-pradesh,2020,2,maharajganj district,213692,3985207
14986,uttar-pradesh,2020,2,etawah district,159083,2874933
14987,uttar-pradesh,2020,2,etah district,136054,2820615
14988,uttar-pradesh,2020,2,banda district,97787,1534567
14989,uttar-pradesh,2020,2,bijnor district,281914,5230309
14990,uttar-pradesh,2020,2,hardoi district,196544,3605329
14991,uttar-pradesh,2020,2,balrampur district,92076,1792620
14992,uttar-pradesh,2020,2,amroha district,152529,2815705
14993,uttar-pradesh,2020,2,pilibhit district,150146,2442563
14994,uttar-pradesh,2020,2,mainpuri district,157546,3160394
14995,uttar-pradesh,2020,2,kanpur dehat district,116906,2413348
14996,uttar-pradesh,2020,2,jaunpur district,423581,8019612
14997,uttar-pradesh,2020,2,kaushambi district,79177,1412360
14998,uttar-pradesh,2020,2,hapur district,187076,3658801
14999,uttar-pradesh,2020,2,hamirpur district,82461,1534887
15000,uttar-pradesh,2020,2,meerut district,566838,9319137
15001,uttar-pradesh,2020,2,mathura district,401021,7179114
15002,uttar-pradesh,2020,2,chitrakoot district,57001,984695
15003,uttar-pradesh,2020,2,lalitpur district,96852,1665097
15004,uttar-pradesh,2020,2,mau district,191234,3117295
15005,uttar-pradesh,2020,2,mirzapur district,207293,3482196
15006,uttar-pradesh,2020,2,bulandshahr district,341588,7688731
15007,uttar-pradesh,2020,2,gonda district,193655,3767752
15008,uttar-pradesh,2020,2,jhansi district,309640,5331182
15009,uttar-pradesh,2020,2,chandauli district,196636,3319917
15010,uttar-pradesh,2020,2,bhadohi district,148612,2670538
15011,uttar-pradesh,2020,2,pratapgarh district,238168,4546598
15012,uttar-pradesh,2020,2,saharanpur district,377311,7048443
15013,uttar-pradesh,2020,2,bara banki district,186789,3043091
15014,uttar-pradesh,2020,2,bareilly district,507342,7984378
15015,uttar-pradesh,2020,2,sitapur district,251510,3279034
15016,uttar-pradesh,2020,2,sultanpur district,198267,3580001
15017,uttar-pradesh,2020,2,agra district,746336,11458559
15018,uttar-pradesh,2020,2,fatehpur district,143578,2384005
15019,uttar-pradesh,2020,2,rae bareli district,172513,2795924
15020,uttar-pradesh,2020,2,firozabad district,255512,4270279
15021,uttar-pradesh,2020,2,kheri district,271159,3508993
15022,uttar-pradesh,2020,2,gorakhpur district,600961,9529572
15023,uttar-pradesh,2020,2,unnao district,187748,3121463
15024,uttar-pradesh,2020,2,prayagraj district,892787,11979603
15025,uttar-pradesh,2020,2,sonbhadra district,181105,3490008
15026,uttar-pradesh,2020,2,ghazipur district,337515,6167979
15027,uttar-pradesh,2020,2,farrukhabad district,147186,2878633
15028,uttar-pradesh,2020,2,kannauj district,126696,2292499
15029,uttar-pradesh,2020,2,azamgarh district,379884,6610600
15030,uttar-pradesh,2020,2,ayodhya district,245136,3986581
15031,uttar-pradesh,2020,2,deoria district,321321,6346598
15032,uttar-pradesh,2020,2,ghaziabad district,1399514,25466172
15033,uttar-pradesh,2020,3,amethi district,175672,3135028
15034,uttar-pradesh,2020,3,siddharthnagar district,176555,4410888
15035,uttar-pradesh,2020,3,auraiya district,136156,2459782
15036,uttar-pradesh,2020,3,sambhal district,141580,2157953
15037,uttar-pradesh,2020,3,kanpur nagar district,941379,14730136
15038,uttar-pradesh,2020,3,aligarh district,489555,8765586
15039,uttar-pradesh,2020,3,mahoba district,71317,1211722
15040,uttar-pradesh,2020,3,lucknow district,1551932,25954376
15041,uttar-pradesh,2020,3,sant kabeer nagar district,136932,2975927
15042,uttar-pradesh,2020,3,hathras district,164058,2922172
15043,uttar-pradesh,2020,3,budaun district,188814,2861757
15044,uttar-pradesh,2020,3,moradabad district,329322,5210373
15045,uttar-pradesh,2020,3,kushinagar district,366656,8179739
15046,uttar-pradesh,2020,3,baghpat district,173593,3523714
15047,uttar-pradesh,2020,3,shahjahanpur district,219668,3118202
15048,uttar-pradesh,2020,3,muzaffarnagar district,320098,5388746
15049,uttar-pradesh,2020,3,ambedkar nagar district,219649,3805579
15050,uttar-pradesh,2020,3,bahraich district,158041,2477910
15051,uttar-pradesh,2020,3,jalaun district,164885,2835173
15052,uttar-pradesh,2020,3,rampur district,174194,2681970
15053,uttar-pradesh,2020,3,ballia district,347325,6824186
15054,uttar-pradesh,2020,3,shravasti district,40056,686485
15055,uttar-pradesh,2020,3,kasganj district,111622,1782260
15056,uttar-pradesh,2020,3,varanasi district,927313,13603279
15057,uttar-pradesh,2020,3,gautam buddha nagar district,1885370,47735179
15058,uttar-pradesh,2020,3,basti district,232300,5028229
15059,uttar-pradesh,2020,3,shamli district,134703,2422480
15060,uttar-pradesh,2020,3,maharajganj district,236496,4478038
15061,uttar-pradesh,2020,3,etawah district,178286,3083574
15062,uttar-pradesh,2020,3,etah district,152537,2565815
15063,uttar-pradesh,2020,3,banda district,109260,1621264
15064,uttar-pradesh,2020,3,bijnor district,315548,5301772
15065,uttar-pradesh,2020,3,hardoi district,224504,3254196
15066,uttar-pradesh,2020,3,balrampur district,104746,2091334
15067,uttar-pradesh,2020,3,amroha district,171549,3029210
15068,uttar-pradesh,2020,3,pilibhit district,167139,2371333
15069,uttar-pradesh,2020,3,mainpuri district,176651,2844338
15070,uttar-pradesh,2020,3,kanpur dehat district,131597,2432061
15071,uttar-pradesh,2020,3,jaunpur district,470090,9596375
15072,uttar-pradesh,2020,3,kaushambi district,89293,1463592
15073,uttar-pradesh,2020,3,hapur district,207549,4271913
15074,uttar-pradesh,2020,3,hamirpur district,92148,1593325
15075,uttar-pradesh,2020,3,meerut district,624570,11216890
15076,uttar-pradesh,2020,3,mathura district,450042,8334713
15077,uttar-pradesh,2020,3,chitrakoot district,63813,1107947
15078,uttar-pradesh,2020,3,lalitpur district,109905,1984885
15079,uttar-pradesh,2020,3,mau district,211980,3522195
15080,uttar-pradesh,2020,3,mirzapur district,229009,3873254
15081,uttar-pradesh,2020,3,bulandshahr district,382144,7705483
15082,uttar-pradesh,2020,3,gonda district,216590,4297700
15083,uttar-pradesh,2020,3,jhansi district,340517,6542964
15084,uttar-pradesh,2020,3,chandauli district,218583,3801210
15085,uttar-pradesh,2020,3,bhadohi district,165497,3136062
15086,uttar-pradesh,2020,3,pratapgarh district,265530,5036714
15087,uttar-pradesh,2020,3,saharanpur district,419510,7614353
15088,uttar-pradesh,2020,3,bara banki district,208489,3294064
15089,uttar-pradesh,2020,3,bareilly district,558821,8528332
15090,uttar-pradesh,2020,3,sitapur district,281113,3262320
15091,uttar-pradesh,2020,3,sultanpur district,218977,3965223
15092,uttar-pradesh,2020,3,agra district,822893,13709198
15093,uttar-pradesh,2020,3,fatehpur district,161230,2433963
15094,uttar-pradesh,2020,3,rae bareli district,190989,3062998
15095,uttar-pradesh,2020,3,firozabad district,291115,4535491
15096,uttar-pradesh,2020,3,kheri district,309435,3878339
15097,uttar-pradesh,2020,3,gorakhpur district,661272,12200156
15098,uttar-pradesh,2020,3,unnao district,210513,3242170
15099,uttar-pradesh,2020,3,prayagraj district,974228,15657722
15100,uttar-pradesh,2020,3,sonbhadra district,198688,4177900
15101,uttar-pradesh,2020,3,ghazipur district,373352,6975372
15102,uttar-pradesh,2020,3,farrukhabad district,165207,2675642
15103,uttar-pradesh,2020,3,kannauj district,141507,2084687
